"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1172";"DESLORATADINE";"AERIUS|ALLEX|AZOMYR|Clarinex|DASSELTA|DENOSIN|DESCARBOETHOXYLORATADINE|DESLORATADINE|DESLORATADINE ACTAVIS|DESLORATADINE TEVA|LORATADINE RELATED COMPOUND A|LORATADINE RELATED COMPOUND A RS|MIDETORIN|NEOCLARITYN|NSC-759824|OPULIS|SCH 34117|SCH-34117";"Small molecule";"4.0";"310.83";"149";"412";"4.02";"24.92";"2";"1";"0";"0";"N";"0.79";"None";"9.73";"3.97";"1.69";"2";"MOL";"0";"22";"2";"1";"0";"310.1237";"-0.25";"BASE";"C19H19ClN2";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"JAUOIFJMECXRGI-UHFFFAOYSA-N"
"CHEMBL1909324";"PINAVERIUM";"PINAVERIUM|PINAVERIUM CATION|PINAVERIUM ION";"Small molecule";"4.0";"511.52";"2";"2";"5.29";"36.92";"4";"0";"2";"10";"N";"0.32";"None";"None";"0.67";"0.67";"1";"MOL";"0";"32";"5";"0";"2";"510.2213";"0.72";"NEUTRAL";"C26H41BrNO4+";"COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC";"DDHUTBKXLWCZCO-UHFFFAOYSA-N"
"CHEMBL14021";"PROPIONIC ACID";"ANTISCHIM B|E-280|E280|Ethanecarboxylic acid|FEMA NO. 2924|INS NO.280|INS-280|LUPROSIL|METACETONIC ACID|PROPANOIC ACID|PROPIONATE|PROPIONIC ACID";"Small molecule";"2.0";"74.08";"20";"78";"0.48";"37.30";"1";"1";"0";"1";"Y";"0.49";"4.75";"None";"0.48";"-2.12";"0";"MOL";"0";"5";"2";"1";"0";"74.0368";"0.28";"ACID";"C3H6O2";"CCC(=O)O";"XBDQKXXYIPTUBI-UHFFFAOYSA-N"
"CHEMBL1423";"PIMOZIDE";"MCN-JR-6238|NSC-170984|Orap|PIMOZIDE|R 623|R 6238|R-623|R-6238";"Small molecule";"4.0";"461.56";"196";"578";"5.86";"41.03";"3";"1";"1";"7";"N";"0.37";"12.90";"8.38";"5.83";"4.80";"4";"MOL";"0";"34";"4";"1";"1";"461.2279";"-1.03";"NEUTRAL";"C28H29F2N3O";"O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"YVUQSNJEYSNKRX-UHFFFAOYSA-N"
"CHEMBL488093";"PYRITINOL";"NSC-759229|PYRITHIOXIN|PYRITHIOXINE|PYRITHIOXINE HYDROCHLORIDE|PYRITINOL";"Small molecule";"3.0";"368.48";"7";"29";"2.57";"106.70";"8";"4";"0";"7";"N";"0.44";"9.14";"6.02";"0.43";"0.40";"2";"MOL";"0";"24";"6";"4";"0";"368.0864";"0.30";"NEUTRAL";"C16H20N2O4S2";"Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O";"SIXLXDIJGIWWFU-UHFFFAOYSA-N"
"CHEMBL135626";"ETHANE";"ETHANE|Venoterpine";"Small molecule";"2.0";"30.07";"3";"10";"1.03";"0.00";"0";"0";"0";"0";"Y";"0.37";"None";"None";"1.35";"1.35";"0";"MOL";"0";"2";"0";"0";"0";"30.0470";"0.03";"None";"C2H6";"CC";"OTMSDBZUPAUEDD-UHFFFAOYSA-N"
"CHEMBL497";"CLIOQUINOL";"4-STEARYLAMINO-PHENYL-TRIMETHYLAM. METILSULF.|CLIOQUINOL|Clioquinol|Domeform-HC|IODOCHLORHYDROXYQUIN|IODOCHLORHYDROXYQUINOLONE|NSC-3531|NSC-74938|ORALCER|Quin-O-Creme|Vioform";"Small molecule";"4.0";"305.50";"154";"469";"3.20";"33.12";"2";"1";"0";"0";"N";"0.76";"7.34";"3.28";"3.36";"3.03";"2";"MOL";"0";"13";"2";"1";"0";"304.9104";"-0.96";"NEUTRAL";"C9H5ClINO";"Oc1c(I)cc(Cl)c2cccnc12";"QCDFBFJGMNKBDO-UHFFFAOYSA-N"
"CHEMBL372764";"PERIFOSINE";"KRX-0401|NSC-639966|PERIFOSINE";"Small molecule";"3.0";"461.67";"351";"427";"6.99";"58.59";"4";"0";"1";"20";"N";"0.11";"1.90";"None";"3.15";"5.17";"0";"MOL";"0";"31";"5";"0";"1";"461.3634";"0.35";"ACID";"C25H52NO4P";"CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1";"SZFPYBIJACMNJV-UHFFFAOYSA-N"
"CHEMBL307697";"SIVIFENE";"A-007|SIVIFENE";"Small molecule";"2.0";"394.34";"14";"31";"3.78";"151.13";"8";"3";"0";"6";"N";"0.33";"8.77";"3.94";"5.47";"5.45";"3";"MOL";"0";"29";"10";"3";"0";"394.0913";"-0.89";"NEUTRAL";"C19H14N4O6";"O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1";"YOQPCWIXYUNEET-UHFFFAOYSA-N"
"CHEMBL457299";"MACROGOL";"1,2-Ethanediol|Ethylene Glycol|MACROGOL|POLYETHYLENE OXIDE";"Small molecule";"4.0";"62.07";"115";"680";"-1.03";"40.46";"2";"2";"0";"1";"Y";"0.41";"None";"None";"-1.21";"-1.21";"0";"MOL";"0";"4";"2";"2";"0";"62.0368";"0.66";"NEUTRAL";"C2H6O2";"OCCO";"LYCAIKOWRPUZTN-UHFFFAOYSA-N"
"CHEMBL1200691";"MAGNESIUM ACETATE";"ACETIC ACID, MAGNESIUM SALT|MAGNESIUM ACETATE|MAGNESIUM ACETATE ANHYDROUS|MAGNESIUM ACETATE, MG(OAC)2|NSC-75798";"Small molecule";"4.0";"142.39";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"142.0117";"None";"None";"C4H6MgO4";"CC(=O)[O-].CC(=O)[O-].[Mg+2]";"UEGPKNKPLBYCNK-UHFFFAOYSA-L"
"CHEMBL1201110";"VALACYCLOVIR HYDROCHLORIDE";"256-U-87 HYDROCHLORIDE|256U87 HYDROCHLORIDE|BW-256|BW-256U87|NSC-759101|VALACICLOVIR (AS HYDROCHLORIDE)|VALACICLOVIR HYDROCHLORIDE|VALACYCLOVIR HCL|VALACYCLOVIR HYDROCHLORIDE|Valtrex";"Small molecule";"4.0";"360.80";"32";"67";"-0.80";"151.14";"9";"3";"0";"7";"N";"0.44";"11.99";"7.48";"-0.06";"-0.40";"2";"MOL";"0";"23";"10";"5";"0";"324.1546";"-0.28";"NEUTRAL";"C13H21ClN6O4";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl";"ZCDDBUOENGJMLV-QRPNPIFTSA-N"
"CHEMBL226345";"ADENINE";"ADENINE|NSC-14666";"Small molecule";"3.0";"135.13";"133";"166";"-0.11";"80.48";"4";"2";"0";"0";"N";"0.53";"6.23";"1.05";"-0.72";"-1.52";"0";"MOL";"0";"10";"5";"3";"0";"135.0545";"-0.71";"ACID";"C5H5N5";"Nc1[nH]cnc2ncnc1-2";"GFFGJBXGBJISGV-UHFFFAOYSA-N"
"CHEMBL2396989";"LY-2886721";"LY-2886721|LY2886721";"Small molecule";"1.0";"390.42";"14";"39";"2.52";"89.60";"6";"2";"0";"3";"N";"0.84";"13.85";"7.48";"2.45";"2.11";"2";"MOL";"0";"27";"6";"3";"0";"390.0962";"-1.04";"NEUTRAL";"C18H16F2N4O2S";"NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1";"NIDRNVHMMDAAIK-YPMLDQLKSA-N"
"CHEMBL870";"ALENDRONIC ACID";"ALENDRONATE|ALENDRONIC ACID|Alendronate|Alendronic Acid|BINOSTO|FOSAMAX|Fosamax";"Small molecule";"4.0";"249.10";"138";"667";"-1.27";"161.31";"4";"6";"1";"5";"N";"0.33";"0.69";"9.91";"-4.19";"-6.55";"0";"MOL";"0";"14";"8";"7";"1";"249.0167";"0.71";"ZWITTERION";"C4H13NO7P2";"NCCCC(O)(P(=O)(O)O)P(=O)(O)O";"OGSPWJRAVKPPFI-UHFFFAOYSA-N"
"CHEMBL2103870";"LUMACAFTOR";"LUMACAFTOR|Lumacaftor|VRT 826809|VRT-826809|VX 809|VX-809";"Small molecule";"4.0";"452.41";"8";"44";"4.75";"97.75";"5";"2";"0";"5";"N";"0.58";"4.17";"3.50";"5.77";"3.09";"3";"MOL";"0";"33";"7";"2";"0";"452.1184";"-0.99";"ACID";"C24H18F2N2O5";"Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1";"UFSKUSARDNFIRC-UHFFFAOYSA-N"
"CHEMBL2107333";"DIMETHYL FUMARATE";"AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|DIMETHYL FUMAR|DIMETHYL FUMARATE|FAG-201|FP-187|FP187|FUMARIC ACID DIMETHYL ESTER|LAS-41008|LAS41008|NSC-167432|NSC-25942|PANACLAR|TECFIDERA";"Small molecule";"4.0";"144.13";"22";"93";"-0.11";"52.60";"4";"0";"0";"2";"N";"0.40";"None";"None";"0.72";"0.72";"0";"MOL";"0";"10";"4";"0";"0";"144.0423";"0.49";"None";"C6H8O4";"COC(=O)/C=C/C(=O)OC";"LDCRTTXIJACKKU-ONEGZZNKSA-N"
"CHEMBL435298";"ESFLURBIPROFEN";"BTS 24332|BTS-24332|ESFLURBIPROFEN|FLURBIPROFEN, (S)-";"Small molecule";"3.0";"244.26";"12";"15";"3.68";"37.30";"1";"1";"0";"3";"N";"0.89";"4.42";"None";"3.94";"1.07";"2";"MOL";"0";"18";"2";"1";"0";"244.0900";"-0.43";"ACID";"C15H13FO2";"C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1";"SYTBZMRGLBWNTM-JTQLQIEISA-N"
"CHEMBL430";"GEMIFLOXACIN";"FACTIV|GEMIFLOXACIN|Gemifloxacin";"Small molecule";"4.0";"389.39";"66";"748";"0.97";"123.04";"8";"2";"0";"5";"N";"0.73";"5.35";"9.23";"-0.91";"-0.91";"2";"MOL";"0";"28";"9";"3";"0";"389.1499";"-0.47";"ZWITTERION";"C18H20FN5O4";"CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN";"ZRCVYEYHRGVLOC-HYARGMPZSA-N"
"CHEMBL1201112";"NELARABINE";"506U|506U78|ATRIANCE|ATTRIANCE|Arranon|GW-506U78|MAY|NELARABINE|NELZARABINE|NSC-686673|NSC-755985|NSC-759876|Nelzarabine";"Small molecule";"4.0";"297.27";"15";"55";"-1.97";"148.77";"10";"4";"0";"3";"N";"0.51";"12.45";"4.47";"-1.57";"-1.57";"2";"MOL";"0";"21";"10";"5";"0";"297.1073";"0.87";"NEUTRAL";"C11H15N5O5";"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O";"IXOXBSCIXZEQEQ-UHTZMRCNSA-N"
"CHEMBL1341";"METHOXYFLURANE";"ANALGIZER|ANECOTAN|DA-759|INHALAN|METHOXIFLURANE|METHOXY FLURANE|METHOXYFLURANE|Methoxyflurane|Metofane|NSC-110432|PENTHROX|Penthrane|Pentrane";"Small molecule";"4.0";"164.97";"25";"51";"2.03";"9.23";"1";"0";"0";"2";"Y";"0.57";"None";"None";"2.31";"2.31";"0";"MOL";"0";"8";"1";"0";"0";"163.9607";"0.13";"NEUTRAL";"C3H4Cl2F2O";"COC(F)(F)C(Cl)Cl";"RFKMCNOHBTXSMU-UHFFFAOYSA-N"
"CHEMBL2062263";"CYSTEAMINE BITARTRATE";"CYSTAGON|CYSTEAMINE BITARTRATE|MERCAMINE BITARTRATE|MERCAPTAMINE BITARTRATE|PROCYSBI|RP-103";"Small molecule";"4.0";"227.24";"1";"1";"-0.13";"26.02";"2";"2";"0";"1";"Y";"0.42";"9.42";"10.40";"-0.42";"-2.20";"0";"MOL";"0";"4";"1";"2";"0";"77.0299";"0.18";"BASE";"C6H13NO6S";"NCCS.O=C(O)C(O)C(O)C(=O)O";"NSKJTUFFDRENDM-UHFFFAOYSA-N"
"CHEMBL454";"BUTALBITAL";"ALISOBUMAL|ALLYLBARBITURIC ACID|BUTALBITAL|BUTALBITAL CIII|ITOBARBITAL|Sandoptal|TETRALLOBARBITAL";"Small molecule";"4.0";"224.26";"9";"40";"0.96";"75.27";"3";"2";"0";"4";"N";"0.55";"7.48";"None";"1.59";"1.33";"0";"MOL";"0";"16";"5";"2";"0";"224.1161";"0.53";"NEUTRAL";"C11H16N2O3";"C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O";"UZVHFVZFNXBMQJ-UHFFFAOYSA-N"
"CHEMBL1200728";"GUANIDINE HYDROCHLORIDE";"GUANIDINE HYDROCHLORIDE|Guanidine hydrochloride";"Small molecule";"4.0";"95.53";"7";"35";"-1.16";"75.89";"1";"3";"0";"0";"N";"0.24";"None";"12.55";"-1.24";"-3.65";"0";"MOL";"0";"4";"3";"5";"0";"59.0483";"0.32";"BASE";"CH6ClN3";"Cl.N=C(N)N";"PJJJBBJSCAKJQF-UHFFFAOYSA-N"
"CHEMBL1200814";"ACETAZOLAMIDE SODIUM";"ACETAZOLAMIDE SODIUM|ACETAZOLAMIDE SODIUM SALT|Acetazolamide Sodium|Diamox|SODIUM ACETAZOLAMIDE|VETAMOX";"Small molecule";"4.0";"244.23";"";"";"-0.86";"115.04";"6";"2";"0";"2";"N";"0.63";"6.55";"None";"-1.04";"-2.08";"1";"MOL";"0";"13";"7";"3";"0";"221.9881";"-2.49";"NEUTRAL";"C4H5N4NaO3S2";"CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+]";"MRSXAJAOWWFZJJ-UHFFFAOYSA-M"
"CHEMBL425";"OLSALAZINE";"C. I. MORDANT YELLOW 5|Dipentum|OLSALAZINE|Olsalazine";"Small molecule";"4.0";"302.24";"18";"100";"2.91";"139.78";"6";"4";"0";"4";"N";"0.64";"2.93";"None";"4.39";"-2.49";"2";"MOL";"0";"22";"8";"4";"0";"302.0539";"-0.10";"ACID";"C14H10N2O6";"O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O";"QQBDLJCYGRGAKP-FOCLMDBBSA-N"
"CHEMBL2010412";"ACRIFLAVINE";"";"Small molecule";"4.0";"433.54";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"433.2135";"None";"None";"C27H25N6+";"C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1";"BCBIBQWDFMQRSJ-UHFFFAOYSA-O"
"CHEMBL1315867";"TERBUTALINE SULFATE";"BRICANYL|BRICANYL SA|Brethaire|Brethine|KWD 2019|KWD-2019|MONOVENT|MONOVENT SA|NSC-757336|TERBASMIN|TERBUTALINE SULFATE|TERBUTALINE SULPHATE";"Small molecule";"4.0";"548.66";"9";"24";"1.52";"72.72";"4";"4";"0";"3";"N";"0.63";"8.86";"9.76";"0.44";"-0.73";"1";"MOL";"0";"16";"4";"4";"0";"225.1365";"0.52";"BASE";"C24H40N2O10S";"CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O";"KFVSLSTULZVNPG-UHFFFAOYSA-N"
"CHEMBL1200530";"CEFOXITIN SODIUM";"CEFOXITIN|CEFOXITIN SODIUM|CEFOXITIN SODIUM SALT|Mefoxin";"Small molecule";"4.0";"449.44";"38";"51";"0.10";"148.26";"8";"3";"0";"7";"N";"0.41";"3.39";"None";"0.29";"-3.12";"1";"MOL";"0";"28";"10";"4";"0";"427.0508";"-0.15";"ACID";"C16H16N3NaO7S2";"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]";"GNWUOVJNSFPWDD-XMZRARIVSA-M"
"CHEMBL1200735";"MOXIFLOXACIN HYDROCHLORIDE";"AL-15469A|Avelox|BAY 12-8039|BAY-12-8039|MINIMS|MOXEZA|MOXIFLOXACIN (AS HYDROCHLORIDE)|MOXIFLOXACIN HCL|MOXIFLOXACIN HYDROCHLORIDE|MOXIVIG|NSC-758875|Vigamox";"Small molecule";"4.0";"437.90";"26";"88";"2.37";"83.80";"6";"2";"0";"4";"N";"0.82";"5.49";"9.42";"-0.50";"-0.50";"2";"MOL";"0";"29";"7";"2";"0";"401.1751";"0.08";"ZWITTERION";"C21H25ClFN3O4";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl";"IDIIJJHBXUESQI-DFIJPDEKSA-N"
"CHEMBL124660";"TANDUTINIB";"CT 53518|CT-53518|CT53518|MLN-0518|MLN-518|NSC-759851|TANDUTINIB|Tandutinib";"Small molecule";"2.0";"562.72";"503";"2235";"5.03";"92.29";"8";"1";"2";"10";"N";"0.34";"None";"9.03";"4.34";"2.71";"3";"MOL";"0";"41";"10";"1";"2";"562.3268";"-1.53";"BASE";"C31H42N6O4";"COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1";"UXXQOJXBIDBUAC-UHFFFAOYSA-N"
"CHEMBL1201061";"LEVALBUTEROL HYDROCHLORIDE";"ALBUTEROL (R)-FORM HYDROCHLORIDE|ALBUTEROL HYDROCHLORIDE, R-|LEVALBUTEROL HCL|LEVALBUTEROL HYDROCHLORIDE|LEVOSALBUTAMOL HYDROCHLORIDE|NSC-759255|Xopenex";"Small molecule";"4.0";"275.78";"4";"8";"1.31";"72.72";"4";"4";"0";"4";"N";"0.64";"10.12";"9.40";"0.34";"-1.32";"1";"MOL";"0";"17";"4";"4";"0";"239.1521";"0.56";"BASE";"C13H22ClNO3";"CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl";"OWNWYCOLFIFTLK-YDALLXLXSA-N"
"CHEMBL1219";"RABEPRAZOLE";"Aciphex|E-3810 (PPI)|E3810|ERALOC|LY-307640|LY307640|PARIPRAZOLE|RABEPRAZOLE|Rabeprazole";"Small molecule";"4.0";"359.45";"149";"675";"2.99";"83.09";"5";"1";"0";"8";"N";"0.49";"9.35";"4.24";"2.09";"2.09";"3";"MOL";"0";"25";"6";"1";"0";"359.1304";"-0.57";"NEUTRAL";"C18H21N3O3S";"COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C";"YREYEVIYCVEVJK-UHFFFAOYSA-N"
"CHEMBL130";"CHLORAMPHENICOL";"9-HYDROXY-9-PHENYLXANTHENE|9-PHENYL-9H-XANTHEN-9-OL|AMPHICOL|BROCHLOR|BROLENE ANTIBIOTIC|CHLORAMPHENICOL|CHLOROFAIR|CHLOROPTIC|CHLOROPTIC S.O.P.|Chloramex|Chloramphenicol|Chlorbiotic|Chloromycetin|ECONOCHLOR|GOLDEN EYE ANTIBIOTIC|KEMICETINE|KLORAFECT|Kernispray|MYCHEL|Mychel-S|NSC-16331|NSC-3069|OPHTHOCHLOR|OPTOMYCIN|SNO PHENICOL|TUBILUX INFECTED EYES|Tevcocin|XANTHEN-9-OL, 9-PHENYL-";"Small molecule";"4.0";"323.13";"431";"6055";"0.91";"112.70";"5";"3";"0";"6";"N";"0.41";"8.69";"None";"0.88";"0.86";"1";"MOL";"0";"20";"7";"3";"0";"322.0123";"-0.11";"NEUTRAL";"C11H12Cl2N2O5";"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl";"WIIZWVCIJKGZOK-RKDXNWHRSA-N"
"CHEMBL681";"ETOMIDATE";"Amidate|ETOMIDATE|HYPNOMIDATE|NSC-759160";"Small molecule";"4.0";"244.29";"36";"149";"2.67";"44.12";"4";"0";"0";"4";"N";"0.78";"None";"4.25";"2.50";"2.50";"2";"MOL";"0";"18";"4";"0";"0";"244.1212";"-0.96";"NEUTRAL";"C14H16N2O2";"CCOC(=O)c1cncn1[C@H](C)c1ccccc1";"NPUKDXXFDDZOKR-LLVKDONJSA-N"
"CHEMBL1200805";"DILTIAZEM MALATE";"DILTIAZEM MALATE|MK-793|Tiamate";"Small molecule";"4.0";"548.61";"";"";"3.37";"59.08";"6";"0";"0";"6";"N";"0.68";"12.86";"8.18";"2.73";"1.89";"2";"MOL";"0";"29";"6";"0";"0";"414.1613";"-0.13";"NEUTRAL";"C26H32N2O9S";"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O";"IUSFTUWHKCSCDY-BHDTVMLSSA-N"
"CHEMBL268164";"CYCLOBARBITAL";"CYCLOBARBITAL|CYCLOBARBITONE|HEXEMAL|Phanodorn";"Small molecule";"4.0";"236.27";"9";"15";"1.25";"75.27";"3";"2";"0";"2";"N";"0.56";"7.14";"None";"1.47";"1.03";"0";"MOL";"0";"17";"5";"2";"0";"236.1161";"0.47";"NEUTRAL";"C12H16N2O3";"CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O";"WTYGAUXICFETTC-UHFFFAOYSA-N"
"CHEMBL2387541";"TETRAHYDROCANNABIVARIN";".DELTA.9-TETRAHYDROCANNABIVARIN|GWP-42004|GWP42004|O-4394|TETRAHYDROCANNABIVARIN|THC-V|THCV";"Small molecule";"2.0";"286.42";"27";"69";"4.96";"29.46";"2";"1";"0";"2";"N";"0.78";"9.34";"None";"5.06";"5.05";"1";"MOL";"0";"21";"2";"1";"0";"286.1933";"2.36";"NEUTRAL";"C19H26O2";"CCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21";"ZROLHBHDLIHEMS-HUUCEWRRSA-N"
"CHEMBL3989856";"SODIUM SULFATE";"GLAUBER'S SALT|GLAUBERS SALT (DECAHYDRATE FROM)|Glaubers Salt|GoLYTELY|MANG XIAO|MANGXIAO|NATRII SULFAS|NATRUM SULPHURICUM|SODIUM SULFATE|SODIUM SULFATE ANHYDROUS|SODIUM SULFATE HYDRATE|SODIUM SULFATE, DRIED";"Small molecule";"4.0";"322.19";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"141.9313";"None";"None";"H20Na2O14S";"O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Na+].[Na+]";"RSIJVJUOQBWMIM-UHFFFAOYSA-L"
"CHEMBL1364";"PYRIDOXINE";"ADERMINE|HEXABIONE|Hexa-Betalin|M.V.I.-12|NSC-759148|PYRIDOXINE|PYRIDOXINE (VIT B6)|PYRIDOXOL|VITAMIN B-6|VITAMIN V6|Vitamin B6";"Small molecule";"4.0";"169.18";"21";"71";"0.08";"73.58";"4";"3";"0";"2";"N";"0.59";"9.40";"5.58";"-0.95";"-0.96";"1";"MOL";"0";"12";"4";"3";"0";"169.0739";"0.64";"NEUTRAL";"C8H11NO3";"Cc1ncc(CO)c(CO)c1O";"LXNHXLLTXMVWPM-UHFFFAOYSA-N"
"CHEMBL170988";"PHENFORMIN";"PHENFORMIN";"Small molecule";"4.0";"205.26";"44";"142";"0.24";"97.78";"2";"5";"0";"3";"N";"0.36";"None";"11.97";"0.83";"-3.73";"1";"MOL";"0";"15";"5";"6";"1";"205.1327";"-0.14";"BASE";"C10H15N5";"N=C(N)NC(=N)NCCc1ccccc1";"ICFJFFQQTFMIBG-UHFFFAOYSA-N"
"CHEMBL572878";"TOZASERTIB";"MK-045|MK-0457|TOZASERTIB|Tozasertib|VX-68|VX-680";"Small molecule";"2.0";"464.60";"1132";"2721";"3.50";"102.07";"8";"3";"0";"7";"N";"0.46";"12.79";"7.28";"4.62";"4.37";"3";"MOL";"0";"33";"9";"3";"0";"464.2107";"-2.01";"NEUTRAL";"C23H28N8OS";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"GCIKSSRWRFVXBI-UHFFFAOYSA-N"
"CHEMBL459";"METHYLDOPA";"(-)-.ALPHA.-METHYLDOPA|(S)-(-)-.ALPHA.-METHYLDOPA|.ALPHA.-METHYL-L-DOPA|ALPHA-METHYLDOPA|ANHYDROUS METHYLDOPA|Aldomet|BAYER-1440L|DOPAMET|J9.247I|L-.ALPHA.-METHYLDOPA|LEDERDOPA|MEDOMET|METALPHA 250|METALPHA 500|METHYLDOPA|METHYLDOPA (LEVOROTATORY)|METHYLDOPA ANHYDROUS|METHYLDOPA HYDRATE|METHYLDOPA SESQUIHYDRATE|METHYLDOPA, ANHYDROUS|MK-351|NSC-169916|NSC-760080";"Small molecule";"4.0";"211.22";"198";"2457";"0.44";"103.78";"4";"4";"0";"3";"N";"0.54";"1.73";"9.85";"-1.36";"-1.37";"1";"MOL";"0";"15";"5";"5";"0";"211.0845";"1.09";"ZWITTERION";"C10H13NO4";"C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O";"CJCSPKMFHVPWAR-JTQLQIEISA-N"
"CHEMBL452";"CLONAZEPAM";"CLONAZEPAM|CLONAZEPAM CIV|KLONOPIN RAPIDLY DISINTEGRATING|Klonopin|NSC-179913|RAVOTRIL|RIVATRIL|RIVOTRIL|RO 5-4023|RO-5-4023|RO-54023";"Small molecule";"4.0";"315.72";"131";"935";"3.04";"84.60";"4";"1";"0";"2";"N";"0.68";"11.65";"1.89";"3.15";"3.15";"2";"MOL";"0";"22";"6";"1";"0";"315.0411";"-0.87";"NEUTRAL";"C15H10ClN3O3";"O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1";"DGBIGWXXNGSACT-UHFFFAOYSA-N"
"CHEMBL64391";"ITRACONAZOLE";"CANDISTAT|CANDITRAL|CLADOSAL 100|FUNGITRAXX|ITRAC|ITRACONAZOLE|ITRALEK|ITRAZOLE|ITRIZOLE|NSC-759239|ONMEL|ORUNGAL|R 51,211|R-51211|SEMPERA|SPHERAZOLE CR|SPHERAZOLE IR|SPORAMELT|SPORANOX I.V.|SPORANOX-PULSE|SPORONOX|Sporanos|Sporanox|TOLSURA|TRACONAL|TRIASPORIN";"Small molecule";"4.0";"705.65";"317";"3414";"5.58";"104.70";"12";"0";"3";"11";"N";"0.17";"None";"3.91";"7.31";"7.31";"5";"MOL";"0";"49";"12";"0";"3";"704.2393";"-0.54";"NEUTRAL";"C35H38Cl2N8O4";"CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O";"VHVPQPYKVGDNFY-UHFFFAOYSA-N"
